;path;path_without;group;xmin;ymin;xmax;ymax;category_codes
2466;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_temp.jpg;group13000;225;65;250;98;2
2467;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_temp.jpg;group13000;161;36;197;60;5
2468;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_temp.jpg;group13000;561;156;585;187;5
2469;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_temp.jpg;group13000;97;216;127;245;6
2470;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_temp.jpg;group13000;422;282;456;308;6
2471;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_temp.jpg;group13000;305;182;333;207;7
2472;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000028_temp.jpg;group13000;57;175;86;201;7
2473;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_temp.jpg;group13000;295;136;329;161;3
2474;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_temp.jpg;group13000;247;246;282;281;3
2475;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_temp.jpg;group13000;344;379;368;413;4
2476;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_temp.jpg;group13000;516;145;552;174;4
2477;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_temp.jpg;group13000;175;207;203;231;2
2478;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_temp.jpg;group13000;218;93;254;117;2
2479;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_temp.jpg;group13000;91;96;117;128;5
2480;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_temp.jpg;group13000;383;98;414;122;5
2481;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_temp.jpg;group13000;228;39;257;64;6
2482;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_temp.jpg;group13000;89;311;114;341;6
2483;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_temp.jpg;group13000;351;512;380;545;7
2484;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000029_temp.jpg;group13000;330;24;357;50;7
2485;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_temp.jpg;group13000;210;47;247;76;3
2486;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_temp.jpg;group13000;122;457;155;491;3
2487;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_temp.jpg;group13000;112;43;139;80;4
2488;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_temp.jpg;group13000;18;155;66;180;4
2489;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_temp.jpg;group13000;366;569;407;605;2
2490;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_temp.jpg;group13000;400;159;434;190;2
2491;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_temp.jpg;group13000;507;141;533;171;6
2492;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_temp.jpg;group13000;71;123;100;147;6
2493;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_temp.jpg;group13000;399;214;430;239;7
2494;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_temp.jpg;group13000;607;89;633;120;7
2495;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_temp.jpg;group13000;182;70;212;98;5
2496;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000030_temp.jpg;group13000;592;260;625;293;5
2497;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_temp.jpg;group13000;280;177;353;210;3
2498;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_temp.jpg;group13000;57;44;96;87;4
2499;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_temp.jpg;group13000;340;106;380;135;2
2500;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_temp.jpg;group13000;124;178;160;212;5
2501;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_temp.jpg;group13000;250;441;279;472;5
2502;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_temp.jpg;group13000;139;110;171;136;6
2503;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_temp.jpg;group13000;423;435;453;461;6
2504;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_temp.jpg;group13000;512;395;540;420;7
2505;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000031_temp.jpg;group13000;86;265;125;295;7
2506;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_temp.jpg;group13000;369;141;437;165;3
2507;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_temp.jpg;group13000;178;38;207;63;2
2508;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_temp.jpg;group13000;320;142;349;166;2
2509;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_temp.jpg;group13000;252;390;285;415;5
2510;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_temp.jpg;group13000;82;333;111;361;5
2511;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_temp.jpg;group13000;169;413;203;446;6
2512;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_temp.jpg;group13000;431;388;459;415;6
2513;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_temp.jpg;group13000;110;74;144;99;7
2514;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000032_temp.jpg;group13000;409;490;437;517;7
2515;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_temp.jpg;group13000;321;585;371;622;3
2516;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_temp.jpg;group13000;82;269;115;297;2
2517;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_temp.jpg;group13000;229;203;268;232;5
2518;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_temp.jpg;group13000;263;104;304;141;6
2519;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_temp.jpg;group13000;518;98;554;134;7
2520;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_temp.jpg;group13000;220;360;253;390;2
2521;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000033_temp.jpg;group13000;340;414;413;449;2
2522;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_temp.jpg;group13000;326;250;383;280;3
2523;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_temp.jpg;group13000;310;15;335;45;2
2524;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_temp.jpg;group13000;25;183;57;217;2
2525;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_temp.jpg;group13000;92;82;128;118;5
2526;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_temp.jpg;group13000;514;308;553;349;5
2527;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_temp.jpg;group13000;408;381;437;405;6
2528;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_temp.jpg;group13000;123;94;151;120;6
2529;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_temp.jpg;group13000;597;160;626;187;7
2530;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000034_temp.jpg;group13000;227;582;255;606;7
2531;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_temp.jpg;group13000;51;407;95;446;3
2532;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_temp.jpg;group13000;135;561;164;619;3
2533;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_temp.jpg;group13000;543;99;572;125;2
2534;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_temp.jpg;group13000;9;363;44;391;2
2535;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_temp.jpg;group13000;145;216;177;240;6
2536;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_temp.jpg;group13000;28;387;59;412;6
2537;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_temp.jpg;group13000;3;408;38;434;5
2538;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_temp.jpg;group13000;309;36;341;64;5
2539;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_temp.jpg;group13000;532;285;558;312;7
2540;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000035_temp.jpg;group13000;63;389;88;417;7
2541;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_temp.jpg;group13000;101;224;129;258;2
2542;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_temp.jpg;group13000;469;5;497;32;2
2543;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_temp.jpg;group13000;292;224;325;254;5
2544;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_temp.jpg;group13000;529;5;565;39;5
2545;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_temp.jpg;group13000;168;345;201;374;6
2546;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_temp.jpg;group13000;502;0;526;22;6
2547;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_temp.jpg;group13000;533;0;564;23;7
2548;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000036_temp.jpg;group13000;516;269;549;301;7
2549;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_temp.jpg;group13000;118;283;143;321;3
2550;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_temp.jpg;group13000;387;449;431;477;3
2551;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_temp.jpg;group13000;49;243;73;290;4
2552;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_temp.jpg;group13000;304;348;363;390;4
2553;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_temp.jpg;group13000;48;496;82;522;2
2554;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_temp.jpg;group13000;321;91;345;122;5
2555;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_temp.jpg;group13000;201;340;229;370;5
2556;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_temp.jpg;group13000;243;140;271;165;7
2557;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_temp.jpg;group13000;417;389;447;413;7
2558;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_temp.jpg;group13000;498;61;530;86;6
2559;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_temp.jpg;group13000;256;353;285;378;6
2560;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000037_temp.jpg;group13000;555;444;591;468;2
2561;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_temp.jpg;group13000;335;251;372;279;3
2562;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_temp.jpg;group13000;188;195;361;229;4
2563;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_temp.jpg;group13000;182;305;215;336;2
2564;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_temp.jpg;group13000;187;258;231;287;5
2565;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_temp.jpg;group13000;456;307;493;347;6
2566;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_temp.jpg;group13000;161;410;191;444;7
2567;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000038_temp.jpg;group13000;52;447;88;474;2
2568;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_temp.jpg;group13000;306;284;350;308;3
2569;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_temp.jpg;group13000;184;204;215;232;2
2570;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_temp.jpg;group13000;62;293;96;318;5
2571;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_temp.jpg;group13000;108;137;147;164;5
2572;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_temp.jpg;group13000;226;198;258;234;6
2573;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_temp.jpg;group13000;317;214;351;244;7
2574;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000039_temp.jpg;group13000;318;334;345;359;2
2575;.\data\deep_pcb_tangsali5201\group13000/13000/13000040_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000040_temp.jpg;group13000;328;380;360;405;3
2576;.\data\deep_pcb_tangsali5201\group13000/13000/13000040_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000040_temp.jpg;group13000;348;229;375;255;2
2577;.\data\deep_pcb_tangsali5201\group13000/13000/13000040_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000040_temp.jpg;group13000;237;336;264;363;6
2578;.\data\deep_pcb_tangsali5201\group13000/13000/13000040_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000040_temp.jpg;group13000;309;188;345;224;7
2579;.\data\deep_pcb_tangsali5201\group13000/13000/13000040_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000040_temp.jpg;group13000;30;162;66;198;6
2580;.\data\deep_pcb_tangsali5201\group13000/13000/13000040_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000040_temp.jpg;group13000;401;458;438;484;4
2581;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_temp.jpg;group13000;395;356;432;397;3
2582;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_temp.jpg;group13000;438;177;471;203;3
2583;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_temp.jpg;group13000;511;148;543;173;2
2584;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_temp.jpg;group13000;368;209;394;238;5
2585;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_temp.jpg;group13000;292;185;347;220;6
2586;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_temp.jpg;group13000;217;123;257;163;7
2587;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_test.jpg;.\data\deep_pcb_tangsali5201\group13000/13000/13000041_temp.jpg;group13000;433;587;487;639;7
